id,name,email,phoneNumber,province,city,address1,address2,postalCode,lat,lng,facebookGroupId,createdBy,creationDate,lastModifiedBy,lastModifiedDate,deleted,deletedBy,deleteDate,isRFP,isAffiliated,inLocator,website,operatingHours,contactName,contactTitle,contactEmail,contactPhoneNumber,numStaff,numVolunteers,numServedInPreviousYear,totalPoundsDistributedAnnually,description,instructions,facebookUrl,twitterUrl,instagramUrl,logoUrl,visualReferenceUrl,contacts,crmId,isActive,crmLastModifiedDate
1765f302-9b85-4624-93e2-12b6de2bc201,Dalhousie University Student Union Food Bank,,,Nova Scotia,Halifax,1333 South Park Street,,B3J 2K9,44.6405746,-63.5782151,933315304025392,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:18:25.726231,f0bf0107-22af-4c64-afa0-0d44a761ecc1,2023-12-11T00:00:00,False,,,False,False,True,,,,,,,,,,,,,,,,,,[],9a0ccb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T17:58:01.326992
17673b69-4830-431d-855d-f3cacfc35aa3,Alcare Place,,,Nova Scotia,Halifax,1374 Robie Street,,B3H 3E2,44.6395023,-63.5866446,1324335231375558,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:18:05.285701,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-05-30T17:57:36.708593,False,,,False,False,True,,,,,,,,,,,,,,,,,,[],7e0bcb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T17:57:36.708593
1acdb557-7864-4749-bf43-81ec7625b124,Gerald Hardy Memorial Society,,,Nova Scotia,Sheet Harbour,22657 Hwy 7,,B0J 3B0,44.917696,-62.5281757,750548052775686,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:18:30.560484,f0bf0107-22af-4c64-afa0-0d44a761ecc1,2023-12-11T00:00:00,False,,,False,False,True,,,,,,,,,,,,,,,,,,[],1e0dcb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T17:58:17.124204
1b128e34-e5fe-40fc-b517-a3ece9c3b374,Metro Non-Profit Housing Association Halifax (Welcome Housing),,,Nova Scotia,Dartmouth,75 Primrose St,Unit 101,B3A 4C9,44.6861738,-63.5820082,372159277982908,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:18:41.279192,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-05-30T17:58:41.90321,False,,,False,False,True,,,,,,,,,,,,,,,,,,[],4c0ecb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T17:58:41.90321
1be38725-a142-4f20-adec-b6c3b3ca5a34,Dorchester Community Volunteer Action,,,New Brunswick,Dorchester,11 School Street,,E4K 2Z6,45.89578,-64.51748,368091955229846,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:18:26.77975,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-05-30T17:58:03.431564,False,,,False,False,True,,,,,,,,,,,,,,,,,,[],a60ccb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T17:58:03.431564
1d73471a-98ad-4223-b09c-caa626af3929,The Alders by Adsum,,,Nova Scotia,Halifax,2380 Gottingen St,,B3K 3B9,44.6548568,-63.5879596,517537163312502,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:22:45.044643,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-05-30T18:01:28.072663,False,,,False,False,True,,,,,,,,,,,,,,,,,,[],a410cb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T18:01:28.072663
1f6d57eb-20e4-44cc-8f01-840e8f297a47,Bayers Westwood Family Resource Centre,ed@bayerswestwoodfrc.com,,Nova Scotia,Halifax,3499 Mcalpine Ave,,B3L 3X9,44.6578883,-63.6214058,750800655466723,f0bf0107-22af-4c64-afa0-0d44a761ecc1,2020-09-28T17:52:17.620306,f0bf0107-22af-4c64-afa0-0d44a761ecc1,2023-12-11T00:00:00,False,,,False,True,True,,,,Executive Director,ed@bayerswestwoodfrc.com,,,,,,,,,,,,,[],bc0bcb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T17:57:43.536959
2514d614-6ced-4937-aa56-bc07773a237c,Amherst Food Assistance Network,ce.ross@bellaliant.net,(902) 661-0677,NS,Amherst,5 King Street,,B4H 3Y6,45.8331274,-64.2117341,3267839856783909,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:18:03.44058,f0bf0107-22af-4c64-afa0-0d44a761ecc1,2024-01-12T02:44:34.81335,False,,,True,False,True,,,,,,,,,,,,,,,,,,[],840bcb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T17:57:36.4974
264bcad1-0fa4-4b4a-b5fb-70bb15e75430,Hantsport & Area Comm. Food Bank,foodbanksociety@gmail.com,902-352-3002,Nova Scotia,Hantsport,10 Foundry Road,,B0P 1P0,45.0686183,-64.1758572,1461961784221461,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:18:21.653834,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2024-01-12T17:02:57.413348,False,,,False,False,True,,,Hantsport & Area Community Food Bank Society,,foodbanksociety@gmail.com,902-352-3002,,,,,,,,,,,,"[{'id': '79aaac45-08e4-46c9-a684-b19d1163b467', 'branchId': '264bcad1-0fa4-4b4a-b5fb-70bb15e75430', 'name': 'Public Contact', 'emailAddress': 'foodbanksociety@gmail.com', 'phoneNumber': '902-352-3002', 'contactName': 'Hantsport & Area Community Food Bank Society', 'contactTitle': '', 'contactId': None, 'isDeleted': False, 'contactOrder': 0}]",560dcb43-6bba-ec11-9840-000d3af44164,True,2024-01-12T17:02:57.413348
2893e7c7-cab5-4d34-98a7-fcc060a6cbf8,St. Andrew's Sunday Supper,,,Nova Scotia,Halifax,6036 Coburg Rd,,B3H 1Y9,44.6397519,-63.5874663,649033239463615,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:22:42.508108,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-05-30T18:01:25.509027,False,,,False,False,True,,,,,,,,,,,,,,,,,,[],3410cb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T18:01:25.509027
28ac8e8e-f698-4b2f-9679-4b235c42b284,Salvation Army - Truro,whitney.reid@salvationarmy.ca,,Nova Scotia,Truro,14 Outram Street,,B2N 7B8,45.3640117,-63.2749427,471345024104521,f0bf0107-22af-4c64-afa0-0d44a761ecc1,2021-10-20T15:01:17.602615,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-05-30T18:01:21.801569,False,,,True,True,True,,,,,,,,,,,,,,,,,,[],ae0fcb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T18:01:21.801569
28da7ca0-3486-40a7-8eec-070997dfaeba,Banque de Nourriture de Memramcook,,,New Brunswick,Memramcock,576 Rue Centrale,,E4K 3S7,45.9749603,-64.5656293,381942807122637,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:18:06.290539,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-05-30T17:57:41.943324,False,,,False,False,True,,,,,,,,,,,,,,,,,,[],a80bcb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T17:57:41.943324
28eb433b-e77d-4e01-b2f4-92da0856042d,St. Matthews United Church Sunday Breakfast,,,Nova Scotia,Halifax,1479 Barrington Street,,B3J 1Z2,44.6438667,-63.5717849,1904332829752603,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:22:43.096329,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-05-30T18:01:27.530884,False,,,False,False,True,,,,,,,,,,,,,,,,,,[],5610cb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T18:01:27.530884
2b40bc30-ffa5-446d-8124-d96756fdfd9d,Freedom Foundation of Nova Scotia,,,Nova Scotia,Dartmouth,15 Brule Street,,B3A 4G2,44.683365,-63.5873642,1165199730979828,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:18:27.773719,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-05-30T17:58:16.47959,False,,,False,False,True,,,,,,,,,,,,,,,,,,[],060dcb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T17:58:16.47959
2b956d26-f908-4b6f-8ccc-ecfc79c05dd0,Bridgewater Interchurch Food Bank,papabear@ns.sympatico.ca,,Nova Scotia,Bridgewater,150 Churchill St,,B4V 1S2,44.3765167,-64.5253719,270063747466971,,2020-03-06T18:27:10.347103,f0bf0107-22af-4c64-afa0-0d44a761ecc1,2023-12-11T00:00:00,False,,,True,True,True,,,,,,,,,,,,,,,,,,[],ea0bcb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T17:57:46.407566
2dc6bf5a-9ee8-4587-8257-537da435025b,Regional Independent Students Association,brockwellhouse@eastlink.ca,(902) 466-0249,Nova Scotia,Dartmouth,159 Prince Albert Rd.,,B2W 1M5,44.6745793,-63.5597696,1160635908056725,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:20:13.577897,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2024-01-12T19:28:15.170366,False,,,False,False,True,,,Regional Independent Students Association,,brockwellhouse@eastlink.ca,(902) 466-0249,,,,,,,,,,,,"[{'id': '4f96f21b-0fd9-47f7-93a9-1c38bd6d728c', 'branchId': '2dc6bf5a-9ee8-4587-8257-537da435025b', 'name': 'Public Contact', 'emailAddress': 'brockwellhouse@eastlink.ca', 'phoneNumber': '(902) 466-0249', 'contactName': 'Regional Independent Students Association', 'contactTitle': '', 'contactId': None, 'isDeleted': False, 'contactOrder': 0}]",2a0fcb43-6bba-ec11-9840-000d3af44164,True,2024-01-12T19:28:15.170366
2dcafa34-7e3e-4377-91da-43152176d225,Saint Mary's University Community Food Room,,,Nova Scotia,Halifax,923 Robie Street,,B3H 3C3,44.6313301,-63.5814571,399055745367247,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:20:17.237131,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-05-30T18:00:18.132691,False,,,False,False,True,,,,,,,,,,,,,,,,,,[],620fcb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T18:00:18.132691
2e49f1b0-c21e-4451-bef0-b563aa981d2e,Dartmouth North Christian Food Bank,,,Nova Scotia,Dartmouth,27 Farrell St.,,B2Y 3Y3,44.678278,-63.5896692,954213818622747,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:18:26.091081,f0bf0107-22af-4c64-afa0-0d44a761ecc1,2023-12-11T00:00:00,False,,,False,False,True,,,,,,,,,,,,,,,,,,[],9c0ccb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T17:58:02.277049
2f3f6668-a204-43cb-8c62-9798a837d69b,New Germany Area Food Bank,,,Nova Scotia,New Germany,4960 Highway 10,,B0R 1E0,44.53925,-64.7116294,315473544006241,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:19:57.452897,f0bf0107-22af-4c64-afa0-0d44a761ecc1,2023-12-11T00:00:00,False,,,False,False,True,,,,,,,,,,,,,,,,,,[],940ecb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T17:58:49.892179
2fb0586a-c1f2-42fb-a19e-d2f0a1e96967,St. Agnes Junior High School Breakfast Program,,,Nova Scotia,Halifax,6981 Mumford Rd,,B3L 2H7,44.6474983,-63.6181465,355657469688285,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:22:42.62544,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-05-30T18:01:25.329369,False,,,False,False,True,,,,,,,,,,,,,,,,,,[],3010cb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T18:01:25.32937
327cb7ea-7462-4a3b-a93b-b0a98088e859,Sackville and District Assistance Centre,hpatters@mta.ca,(506) 536-4164,NB,Sackville,9-B Willow Lane,,E4L 4P4,45.8967699,-64.36722,380224620673344,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:19:56.930662,f0bf0107-22af-4c64-afa0-0d44a761ecc1,2023-12-13T00:00:00,False,,,True,False,True,,,,,,,,,,,,,,,,,,[],540fcb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T18:00:17.917905
3a19ad51-19b9-47d7-8e21-9ed6271fa55a,The Salvation Army Dartmouth Community Church,Andrew.Wilson@SalvationArmy.ca,902-466-6176,Nova Scotia,Dartmouth,345 Pleasant Street,,B2Y 3S4,44.6511768,-63.5466399,3152365615003706,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:22:46.270204,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2024-01-12T14:31:42.391641,False,,,False,False,True,,,Encounter Community Church of The Salvation Army,,Andrew.Wilson@SalvationArmy.ca,902-466-6176,,,,,,,,,,,,"[{'id': '81d9379c-fa1a-4f5d-97ec-a738ff6dcd8d', 'branchId': '3a19ad51-19b9-47d7-8e21-9ed6271fa55a', 'name': 'Public Contact', 'emailAddress': 'Andrew.Wilson@SalvationArmy.ca', 'phoneNumber': '902-466-6176', 'contactName': 'Encounter Community Church of The Salvation Army', 'contactTitle': '', 'contactId': None, 'isDeleted': False, 'contactOrder': 0}]",d410cb43-6bba-ec11-9840-000d3af44164,True,2024-01-12T14:31:42.391641
3dc0fa23-be86-490d-9203-9cd60937938a,Shumilacke Food Bank Society,,,Nova Scotia,Shubenacadie,5 Millvillage Road,,B0N 2H0,45.0869591,-63.4092294,684799745900981,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:22:41.383901,f0bf0107-22af-4c64-afa0-0d44a761ecc1,2023-12-11T00:00:00,False,,,False,False,True,,,,,,,,,,,,,,,,,,[],fa0fcb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T18:01:24.870696
3e45478f-e4ea-41a8-b4ba-3e5061ba6f6e,Oxford & Area Food Bank Association,,,Nova Scotia,Oxford,127 Lr. Main Street,,B0M 1P0,45.7363881,-63.8673686,375412267818759,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:18:43.625128,f0bf0107-22af-4c64-afa0-0d44a761ecc1,2023-12-11T00:00:00,False,,,False,False,True,,,,,,,,,,,,,,,,,,[],d00ecb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T17:58:57.81908
40c4cf22-5fb1-45d7-8f62-c1f0f0a1d672,North Grove,,,Nova Scotia,Dartmouth,6 Primrose Street,Unit 115,B3A 4C5,44.6813803,-63.5859693,784114149216325,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:20:00.893567,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-05-30T17:58:51.892641,False,,,False,False,True,,,,,,,,,,,,,,,,,,[],ac0ecb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T17:58:51.892641
41e7b292-0f4e-41e1-bfc9-5a1f84c6dff5,MetroWorks Employment Association,,,Nova Scotia,Halifax,7071 Bayers Road,Suite LL05,B3L 2C2,44.6543476,-63.6275685,1780000249009241,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:18:42.053298,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-05-30T17:58:42.318427,False,,,False,False,True,,,,,,,,,,,,,,,,,,[],4e0ecb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T17:58:42.318427
423fe441-8a53-470a-981c-2551a864b082,Welcome Housing and Support Services - Dartmouth,info@welcomehousing.ca,(902) 233-7345,Nova Scotia,DARTMOUTH,75 Pinecrest Drive,,B3A 4C9,44.6850506,-63.5833401,302124028662603,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:22:50.918153,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2024-01-12T21:51:16.116226,False,,,False,False,True,,,Welcome Housing and Support Services (Dartmouth),,info@welcomehousing.ca,(902) 233-7345,,,,,,,,,,,,"[{'id': '6febe2c1-4d5d-49ac-9dd2-835340d7a7fb', 'branchId': '423fe441-8a53-470a-981c-2551a864b082', 'name': 'Public Contact', 'emailAddress': 'info@welcomehousing.ca', 'phoneNumber': '(902) 233-7345', 'contactName': 'Welcome Housing and Support Services (Dartmouth)', 'contactTitle': '', 'contactId': None, 'isDeleted': False, 'contactOrder': 0}]",4211cb43-6bba-ec11-9840-000d3af44164,True,2024-01-12T21:51:16.116226
4288f100-6682-499e-b93f-8b20aab0d9fe,Family SOS Association,info@familysos.ca,(902) 455-5515,Nova Scotia,Halifax,4 Cranberry Court,,B3R 2E5,44.5999169,-63.6131289,1104517420398643,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:18:21.962952,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2024-01-12T16:36:03.775455,False,,,False,False,True,,,Family SOS Association,,info@familysos.ca,(902) 455-5515,,,,,,,,,,,,"[{'id': '6b20745e-e481-4da6-ab65-84dcc51ff270', 'branchId': '4288f100-6682-499e-b93f-8b20aab0d9fe', 'name': 'Public Contact', 'emailAddress': 'info@familysos.ca', 'phoneNumber': '(902) 455-5515', 'contactName': 'Family SOS Association', 'contactTitle': '', 'contactId': None, 'isDeleted': False, 'contactOrder': 0}]",cc0ccb43-6bba-ec11-9840-000d3af44164,True,2024-01-12T16:36:03.775455
44913a3c-7fa6-497f-b07b-2c688c8604ef,The Ymca of Greater Halifax/ Dartmouth,tl.johannesson@halifax.ymca.ca,(902) 237-7490,Nova Scotia,Halifax,2269 Gottingen Street,,B3K 3B7,44.6539027,-63.5855842,402444797954587,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:22:49.483928,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2024-01-12T22:10:21.156122,False,,,False,False,True,,,YMCA of Greater Halifax/Dartmouth,,tl.johannesson@halifax.ymca.ca,(902) 237-7490,,,,,,,,,,,,"[{'id': '051c2475-1c99-49f5-ab2d-731a78b6dee4', 'branchId': '44913a3c-7fa6-497f-b07b-2c688c8604ef', 'name': 'Public Contact', 'emailAddress': 'tl.johannesson@halifax.ymca.ca', 'phoneNumber': '(902) 237-7490', 'contactName': 'YMCA of Greater Halifax/Dartmouth', 'contactTitle': '', 'contactId': None, 'isDeleted': False, 'contactOrder': 0}]",ea10cb43-6bba-ec11-9840-000d3af44164,True,2024-01-12T22:10:21.156122
4c5a1d67-47a3-472a-9ee9-281fee2bc812,Salvation Army Springhill Community Church,,,Nova Scotia,Springhill,93 Main Street,,B0M 1X0,45.6506631,-64.0562075,658710305418180,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:22:37.094081,f0bf0107-22af-4c64-afa0-0d44a761ecc1,2023-12-11T00:00:00,False,,,False,False,True,,,,,,,,,,,,,,,,,,[],d20fcb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T18:01:24.436149
4e417d96-e722-4207-a3ff-b6ce2b2289f8,Wolfville Area Food Bank,wolfvilleareafoodbank@gmail.com,9025420040,NS,Wolfville,487 Main Street,,B4P 1E3,45.0909175,-64.3641059,3166598856910936,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:22:51.310445,f0bf0107-22af-4c64-afa0-0d44a761ecc1,2024-04-16T16:16:49.849097,False,,,True,True,True,,,,,,,,,,,,,,,,,,[],6411cb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T18:01:34.062558
4f111919-f6a9-4a66-a8f6-be6cd1a054ef,Christ Church Food Bank,christchurch@christchurchdartmouth.com,(902) 222-8743,Nova Scotia,Dartmouth,61 Dundas Street,,B2Y 2H5,44.6680264,-63.5679679,312062757708006,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2022-04-12T14:18:18.035262,4f50a487-2b75-4ddc-a709-e28d3ca8144a,2024-01-05T18:21:14.072582,False,,,False,False,True,,,Christ Church Food Bank,,christchurch@christchurchdartmouth.com,(902) 222-8743,,,,,,,,,,,,"[{'id': 'bd290d96-9253-4bb4-a9ca-1b68d228fc81', 'branchId': '4f111919-f6a9-4a66-a8f6-be6cd1a054ef', 'name': 'Public Contact', 'emailAddress': 'christchurch@christchurchdartmouth.com', 'phoneNumber': '(902) 222-8743', 'contactName': 'Christ Church Food Bank', 'contactTitle': '', 'contactId': None, 'isDeleted': False, 'contactOrder': 0}]",4c0ccb43-6bba-ec11-9840-000d3af44164,True,2024-01-05T18:21:14.072582
4fc71880-13f9-4f7f-a571-e8b9a9387005,Colchester Community Support Society,verafayeellis@hotmail.com,9028934566,NS,Truro,580 Prince Street,,B2N 1G3,45.3653609,-63.2841398,299300265359299,f0bf0107-22af-4c64-afa0-0d44a761ecc1,2021-10-20T15:15:12.095784,f0bf0107-22af-4c64-afa0-0d44a761ecc1,2024-09-17T20:16:26.223325,False,,,True,True,True,,,,,,,,,,,,,,,,,,[],5e0ccb43-6bba-ec11-9840-000d3af44164,True,2022-05-30T17:57:56.964533
